S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
15408,26/11/2020,Uttar Pradesh,533355,24876,500835,7644
15409,27/11/2020,Uttar Pradesh,535449,25422,502353,7674
15410,28/11/2020,Uttar Pradesh,537747,25639,504411,7697
15411,29/11/2020,Uttar Pradesh,539899,25243,506938,7718
15412,30/11/2020,Uttar Pradesh,541873,24575,509556,7742
15413,01/12/2020,Uttar Pradesh,543888,24099,512028,7761
15414,02/12/2020,Uttar Pradesh,545545,23670,514087,7788
15415,03/12/2020,Uttar Pradesh,547308,22797,516694,7817
15416,04/12/2020,Uttar Pradesh,549228,22990,518390,7848
15417,05/12/2020,Uttar Pradesh,551179,22665,520637,7877
15418,06/12/2020,Uttar Pradesh,553012,22245,522867,7900
15419,07/12/2020,Uttar Pradesh,554944,22160,524860,7924
15420,08/12/2020,Uttar Pradesh,556397,21732,526721,7944
15421,09/12/2020,Uttar Pradesh,558173,21374,528832,7967
15422,10/12/2020,Uttar Pradesh,559499,20658,530854,7987
15423,11/12/2020,Uttar Pradesh,561161,20801,532349,8011
15424,12/12/2020,Uttar Pradesh,562722,20473,534224,8025
15425,13/12/2020,Uttar Pradesh,564132,20091,535985,8056
15426,14/12/2020,Uttar Pradesh,565556,19729,537755,8072
15427,15/12/2020,Uttar Pradesh,566728,18918,539727,8083
15428,17/12/2020,Uttar Pradesh,569263,17801,543344,8118
15429,18/12/2020,Uttar Pradesh,570789,18150,544503,8136
15430,19/12/2020,Uttar Pradesh,572196,17955,546087,8154
15431,20/12/2020,Uttar Pradesh,573401,17593,547631,8177
15432,21/12/2020,Uttar Pradesh,574631,17245,549190,8196
15433,22/12/2020,Uttar Pradesh,575621,16822,550587,8212
15434,23/12/2020,Uttar Pradesh,576832,16691,551917,8224
15435,24/12/2020,Uttar Pradesh,577642,16378,553019,8245
15436,25/12/2020,Uttar Pradesh,578568,16099,554202,8267
15437,26/12/2020,Uttar Pradesh,579982,16159,555544,8279
15438,27/12/2020,Uttar Pradesh,581080,15875,556912,8293
15439,28/12/2020,Uttar Pradesh,581980,15371,558303,8306
15440,29/12/2020,Uttar Pradesh,582920,14710,559888,8322
15441,30/12/2020,Uttar Pradesh,583941,14344,561257,8340
15442,31/12/2020,Uttar Pradesh,584966,14155,562459,8352
15443,03/01/2021,Uttar Pradesh,587434,13316,565731,8387
15444,04/01/2021,Uttar Pradesh,588171,12858,566910,8403
15445,05/01/2021,Uttar Pradesh,588882,12505,567964,8413
15446,06/01/2021,Uttar Pradesh,589611,12286,568892,8433
15447,07/01/2021,Uttar Pradesh,590339,11939,569959,8441
15448,08/01/2021,Uttar Pradesh,590844,11787,570605,8452
15449,09/01/2021,Uttar Pradesh,591610,11535,571606,8469
15450,10/01/2021,Uttar Pradesh,592475,11221,572773,8481
15451,11/01/2021,Uttar Pradesh,593171,11134,573542,8495
15452,12/01/2021,Uttar Pradesh,593680,10864,574312,8504
15453,13/01/2021,Uttar Pradesh,594175,10560,575101,8514
15454,14/01/2021,Uttar Pradesh,594641,10132,575980,8529
15455,15/01/2021,Uttar Pradesh,595142,10080,576519,8543
15456,16/01/2021,Uttar Pradesh,595614,9581,577475,8558
15457,17/01/2021,Uttar Pradesh,596137,9162,578405,8570
15458,18/01/2021,Uttar Pradesh,596528,8881,579071,8576
15459,19/01/2021,Uttar Pradesh,596904,8631,579693,8580
15460,20/01/2021,Uttar Pradesh,597238,8172,580482,8584
15461,21/01/2021,Uttar Pradesh,597628,7873,581164,8591
15462,22/01/2021,Uttar Pradesh,597823,7717,581509,8597
15463,23/01/2021,Uttar Pradesh,598126,7528,581993,8605
15464,24/01/2021,Uttar Pradesh,598445,7330,582506,8609
15465,25/01/2021,Uttar Pradesh,598713,7082,583014,8617
15466,27/01/2021,Uttar Pradesh,599208,6537,584039,8632
15467,28/01/2021,Uttar Pradesh,599376,6368,584372,8636
15468,29/01/2021,Uttar Pradesh,599624,6230,584752,8642
15469,30/01/2021,Uttar Pradesh,599837,5918,585273,8646
15470,31/01/2021,Uttar Pradesh,600079,5682,585747,8650
15471,01/02/2021,Uttar Pradesh,600299,5525,586116,8658
15472,02/02/2021,Uttar Pradesh,600470,5303,586505,8662
15473,03/02/2021,Uttar Pradesh,600642,5007,586967,8668
15474,04/02/2021,Uttar Pradesh,600837,4765,587398,8674
15475,05/02/2021,Uttar Pradesh,600970,4629,587661,8680
15476,06/02/2021,Uttar Pradesh,601128,4462,587984,8682
15477,07/02/2021,Uttar Pradesh,601272,4438,588148,8686
15478,08/02/2021,Uttar Pradesh,601385,3880,588818,8687
15479,09/02/2021,Uttar Pradesh,601455,3442,589322,8691
15480,10/02/2021,Uttar Pradesh,601562,3306,589565,8691
15481,11/02/2021,Uttar Pradesh,601723,3256,589771,8696
15482,12/02/2021,Uttar Pradesh,601898,3320,589882,8696
15483,13/02/2021,Uttar Pradesh,602001,3232,590071,8698
15484,14/02/2021,Uttar Pradesh,602089,3098,590292,8699
15485,15/02/2021,Uttar Pradesh,602190,3040,590448,8702
15486,16/02/2021,Uttar Pradesh,602248,2974,590570,8704
15487,17/02/2021,Uttar Pradesh,602344,2853,590787,8704
15488,18/02/2021,Uttar Pradesh,602410,2690,591013,8707
15489,19/02/2021,Uttar Pradesh,602490,2587,591194,8709
15490,20/02/2021,Uttar Pradesh,602592,2521,591359,8712
15491,21/02/2021,Uttar Pradesh,602705,2432,591559,8714
15492,22/02/2021,Uttar Pradesh,602785,2370,591700,8715
15493,23/02/2021,Uttar Pradesh,602869,2366,591787,8716
15494,24/02/2021,Uttar Pradesh,602975,2268,591989,8718
15495,25/02/2021,Uttar Pradesh,603103,2190,592192,8721
15496,26/02/2021,Uttar Pradesh,603232,2182,592327,8723
15497,27/02/2021,Uttar Pradesh,603350,2184,592441,8725
15498,01/03/2021,Uttar Pradesh,603527,2103,592699,8725
15499,02/03/2021,Uttar Pradesh,603608,2078,592803,8727
15500,03/03/2021,Uttar Pradesh,603711,2082,592901,8728
15501,04/03/2021,Uttar Pradesh,603788,2025,593035,8728
15502,06/03/2021,Uttar Pradesh,604034,2017,593288,8729
15503,07/03/2021,Uttar Pradesh,604164,1731,593704,8729
15504,08/03/2021,Uttar Pradesh,604279,1647,593895,8737
15505,09/03/2021,Uttar Pradesh,604380,1634,594008,8738
15506,10/03/2021,Uttar Pradesh,604527,1678,594109,8740
15507,11/03/2021,Uttar Pradesh,604648,1689,594219,8740
15508,13/03/2021,Uttar Pradesh,604958,1819,594396,8743
15509,14/03/2021,Uttar Pradesh,605112,1817,594550,8745
15510,15/03/2021,Uttar Pradesh,605290,1851,594693,8746
15511,16/03/2021,Uttar Pradesh,605441,1838,594855,8748
15512,17/03/2021,Uttar Pradesh,605655,1912,594993,8750
15513,18/03/2021,Uttar Pradesh,605915,2014,595150,8751
15514,19/03/2021,Uttar Pradesh,606229,2217,595259,8753
15515,20/03/2021,Uttar Pradesh,606609,2470,595382,8757
15516,21/03/2021,Uttar Pradesh,607050,2774,595518,8758
15517,22/03/2021,Uttar Pradesh,607538,3036,595743,8759
15518,23/03/2021,Uttar Pradesh,608076,3396,595920,8760
15519,24/03/2021,Uttar Pradesh,608709,3844,596101,8764
15520,25/03/2021,Uttar Pradesh,609443,4388,596286,8769
15521,27/03/2021,Uttar Pradesh,611301,5824,596698,8779
15522,28/03/2021,Uttar Pradesh,612403,6667,596953,8783
15523,29/03/2021,Uttar Pradesh,613798,7692,597320,8786
15524,30/03/2021,Uttar Pradesh,615078,8669,597619,8790
15525,31/03/2021,Uttar Pradesh,615996,9195,598001,8800
15526,01/04/2021,Uttar Pradesh,617194,9848,598535,8811
15527,02/04/2021,Uttar Pradesh,619783,11918,599045,8820
15528,03/04/2021,Uttar Pradesh,622736,14073,599827,8836
15529,04/04/2021,Uttar Pradesh,625923,16496,600577,8850
15530,05/04/2021,Uttar Pradesh,630059,19738,601440,8881
15531,06/04/2021,Uttar Pradesh,634033,22820,602319,8894
15532,07/04/2021,Uttar Pradesh,639928,27509,603495,8924
15533,08/04/2021,Uttar Pradesh,645930,31987,604979,8964
15534,09/04/2021,Uttar Pradesh,654404,39338,606063,9003
15535,10/04/2021,Uttar Pradesh,663991,48306,606646,9039
15536,11/04/2021,Uttar Pradesh,676739,58801,608853,9085
15537,12/04/2021,Uttar Pradesh,692015,71241,611622,9152
15538,13/04/2021,Uttar Pradesh,705619,81576,614819,9224
15539,14/04/2021,Uttar Pradesh,723582,95980,618293,9309
15540,15/04/2021,Uttar Pradesh,744021,111835,622810,9376
15541,16/04/2021,Uttar Pradesh,766360,129848,627032,9480
15542,17/04/2021,Uttar Pradesh,793720,150676,633461,9583
15543,18/04/2021,Uttar Pradesh,821054,170059,641292,9703
15544,19/04/2021,Uttar Pradesh,851620,191457,650333,9830
15545,20/04/2021,Uttar Pradesh,879831,208523,661311,9997
15546,21/04/2021,Uttar Pradesh,909405,223544,675702,10159
15547,22/04/2021,Uttar Pradesh,942511,242265,689900,10346
15548,23/04/2021,Uttar Pradesh,976765,259810,706414,10541
15549,24/04/2021,Uttar Pradesh,1013370,273653,728980,10737
15550,25/04/2021,Uttar Pradesh,1051314,288144,752211,10959
15551,26/04/2021,Uttar Pradesh,1086625,297616,777844,11165
15552,27/04/2021,Uttar Pradesh,1120176,304199,804563,11414
15553,28/04/2021,Uttar Pradesh,1153097,306458,834961,11678
15554,29/04/2021,Uttar Pradesh,1182848,300041,870864,11943
15555,30/04/2021,Uttar Pradesh,1217952,309237,896477,12238
15556,01/05/2021,Uttar Pradesh,1252324,310783,928971,12570
15557,02/05/2021,Uttar Pradesh,1282504,301833,967797,12874
15558,03/05/2021,Uttar Pradesh,1313361,295752,1004447,13162
15559,04/05/2021,Uttar Pradesh,1342413,285832,1043134,13447
15560,05/05/2021,Uttar Pradesh,1368183,272568,1081817,13798
15561,06/05/2021,Uttar Pradesh,1399294,262474,1122669,14151
15562,07/05/2021,Uttar Pradesh,1425916,259844,1151571,14501
15563,08/05/2021,Uttar Pradesh,1453679,254118,1184688,14873
15564,09/05/2021,Uttar Pradesh,1480315,245736,1219409,15170
15565,10/05/2021,Uttar Pradesh,1503490,233981,1254045,15464
15566,11/05/2021,Uttar Pradesh,1524767,225271,1283754,15742
15567,12/05/2021,Uttar Pradesh,1545212,216057,1313112,16043
15568,13/05/2021,Uttar Pradesh,1563235,206615,1340251,16369
15569,14/05/2021,Uttar Pradesh,1563235,206615,1340251,16369
15570,15/05/2021,Uttar Pradesh,1580980,204658,1359676,16646
15571,16/05/2021,Uttar Pradesh,1609140,177643,1414259,17238
15572,17/05/2021,Uttar Pradesh,1619645,163003,1439096,17546
15573,18/05/2021,Uttar Pradesh,1628990,149032,1462141,17817
15574,19/05/2021,Uttar Pradesh,1637663,136342,1483249,18072
15575,20/05/2021,Uttar Pradesh,1644849,123579,1502918,18352
15576,21/05/2021,Uttar Pradesh,1651530,116434,1516508,18588
15577,22/05/2021,Uttar Pradesh,1659212,106276,1534176,18760
15578,23/05/2021,Uttar Pradesh,1665176,94482,1551716,18978
15579,24/05/2021,Uttar Pradesh,1669891,84880,1565802,19209
15580,25/05/2021,Uttar Pradesh,1673785,76703,1577720,19362
15581,26/05/2021,Uttar Pradesh,1677508,69828,1588161,19519
15582,27/05/2021,Uttar Pradesh,1680684,62271,1598701,19712
15583,28/05/2021,Uttar Pradesh,1683865,58270,1605696,19899
15584,30/05/2021,Uttar Pradesh,1688152,46201,1621743,20208
15585,31/05/2021,Uttar Pradesh,1690016,41214,1628456,20346
15586,01/06/2021,Uttar Pradesh,1691488,37044,1633947,20497
15587,02/06/2021,Uttar Pradesh,1692709,32465,1639572,20672
15588,03/06/2021,Uttar Pradesh,1693992,28694,1644511,20787
15589,04/06/2021,Uttar Pradesh,1695212,25546,1648771,20895
15590,05/06/2021,Uttar Pradesh,1696325,22877,1652417,21031
15591,06/06/2021,Uttar Pradesh,1697352,19438,1656763,21151
15592,07/06/2021,Uttar Pradesh,1698389,17944,1659209,21236
15593,08/06/2021,Uttar Pradesh,1699083,15681,1662069,21333
15594,09/06/2021,Uttar Pradesh,1699787,14067,1664295,21425
15595,10/06/2021,Uttar Pradesh,1700476,12959,1666001,21516
15596,11/06/2021,Uttar Pradesh,1701072,12243,1667232,21597
15597,12/06/2021,Uttar Pradesh,1701668,11127,1668874,21667
15598,13/06/2021,Uttar Pradesh,1702172,9806,1670631,21735
15599,14/06/2021,Uttar Pradesh,1702624,8986,1671852,21786
15600,15/06/2021,Uttar Pradesh,1702937,8111,1672968,21858
15601,16/06/2021,Uttar Pradesh,1703207,7221,1674072,21914
15602,17/06/2021,Uttar Pradesh,1703458,6496,1674999,21963
15603,18/06/2021,Uttar Pradesh,1703733,6019,1675684,22030
15604,19/06/2021,Uttar Pradesh,1703882,5343,1676458,22081
15605,20/06/2021,Uttar Pradesh,1704139,4957,1677050,22132
15606,21/06/2021,Uttar Pradesh,1704358,4569,1677611,22178
15607,22/06/2021,Uttar Pradesh,1704476,4163,1678089,22224
15608,23/06/2021,Uttar Pradesh,1704678,3910,1678486,22282
15609,16/03/2020,Uttarakhand,1,1,0,0
15610,17/03/2020,Uttarakhand,1,1,0,0
15611,18/03/2020,Uttarakhand,1,1,0,0
15612,19/03/2020,Uttarakhand,1,1,0,0
15613,20/03/2020,Uttarakhand,1,1,0,0
15614,21/03/2020,Uttarakhand,3,3,0,0
15615,22/03/2020,Uttarakhand,3,3,0,0
15616,23/03/2020,Uttarakhand,3,3,0,0
15617,24/03/2020,Uttarakhand,3,3,0,0
15618,25/03/2020,Uttarakhand,4,4,0,0
15619,26/03/2020,Uttarakhand,5,5,0,0
15620,27/03/2020,Uttarakhand,5,5,0,0
15621,28/03/2020,Uttarakhand,5,5,0,0
15622,29/03/2020,Uttarakhand,6,5,1,0
15623,30/03/2020,Uttarakhand,7,5,2,0
15624,31/03/2020,Uttarakhand,7,5,2,0
15625,01/04/2020,Uttarakhand,7,5,2,0
15626,02/04/2020,Uttarakhand,7,5,2,0
15627,03/04/2020,Uttarakhand,10,8,2,0
15628,04/04/2020,Uttarakhand,16,14,2,0
15629,05/04/2020,Uttarakhand,22,20,2,0
15630,06/04/2020,Uttarakhand,26,22,4,0
15631,07/04/2020,Uttarakhand,31,26,5,0
15632,08/04/2020,Uttarakhand,31,26,5,0
15633,09/04/2020,Uttarakhand,33,28,5,0
15634,10/04/2020,Uttarakhand,35,30,5,0
15635,11/04/2020,Uttarakhand,35,30,5,0
15636,12/04/2020,Uttarakhand,35,30,5,0
15637,13/04/2020,Uttarakhand,35,30,5,0
15638,14/04/2020,Uttarakhand,35,30,5,0
15639,15/04/2020,Uttarakhand,37,28,9,0
15640,16/04/2020,Uttarakhand,37,28,9,0
15641,17/04/2020,Uttarakhand,37,28,9,0
15642,18/04/2020,Uttarakhand,40,31,9,0
15643,19/04/2020,Uttarakhand,42,33,9,0
15644,20/04/2020,Uttarakhand,44,33,11,0
15645,21/04/2020,Uttarakhand,46,28,18,0
15646,22/04/2020,Uttarakhand,46,27,19,0
15647,23/04/2020,Uttarakhand,46,23,23,0
15648,24/04/2020,Uttarakhand,47,23,24,0
15649,25/04/2020,Uttarakhand,48,23,25,0
15650,26/04/2020,Uttarakhand,48,22,26,0
15651,27/04/2020,Uttarakhand,50,22,28,0
15652,28/04/2020,Uttarakhand,51,18,33,0
15653,29/04/2020,Uttarakhand,54,21,33,0
15654,30/04/2020,Uttarakhand,55,19,36,0
15655,01/05/2020,Uttarakhand,57,21,36,0
15656,02/05/2020,Uttarakhand,58,22,36,0
15657,03/05/2020,Uttarakhand,59,20,39,0
15658,04/05/2020,Uttarakhand,60,21,39,0
15659,05/05/2020,Uttarakhand,60,20,39,1
15660,06/05/2020,Uttarakhand,61,21,39,1
15661,07/05/2020,Uttarakhand,61,21,39,1
15662,08/05/2020,Uttarakhand,61,21,39,1
15663,09/05/2020,Uttarakhand,63,16,46,1
15664,10/05/2020,Uttarakhand,67,20,46,1
15665,11/05/2020,Uttarakhand,68,21,46,1
15666,12/05/2020,Uttarakhand,68,21,46,1
15667,13/05/2020,Uttarakhand,69,22,46,1
15668,14/05/2020,Uttarakhand,72,25,46,1
15669,15/05/2020,Uttarakhand,78,27,50,1
15670,16/05/2020,Uttarakhand,82,30,51,1
15671,17/05/2020,Uttarakhand,88,36,51,1
15672,18/05/2020,Uttarakhand,92,39,52,1
15673,19/05/2020,Uttarakhand,93,40,52,1
15674,20/05/2020,Uttarakhand,111,58,52,1
15675,21/05/2020,Uttarakhand,122,68,53,1
15676,22/05/2020,Uttarakhand,146,91,54,1
15677,23/05/2020,Uttarakhand,153,96,56,1
15678,24/05/2020,Uttarakhand,244,186,56,2
15679,25/05/2020,Uttarakhand,317,256,58,3
15680,26/05/2020,Uttarakhand,349,288,58,3
15681,27/05/2020,Uttarakhand,401,333,64,4
15682,28/05/2020,Uttarakhand,469,386,79,4
15683,29/05/2020,Uttarakhand,500,417,79,4
15684,30/05/2020,Uttarakhand,716,609,102,5
15685,31/05/2020,Uttarakhand,749,642,102,5
15686,01/06/2020,Uttarakhand,907,800,102,5
15687,02/06/2020,Uttarakhand,958,730,222,6
15688,03/06/2020,Uttarakhand,1043,784,252,7
15689,04/06/2020,Uttarakhand,1085,795,282,8
15690,05/06/2020,Uttarakhand,1153,846,297,10
15691,06/06/2020,Uttarakhand,1215,860,344,11
15692,07/06/2020,Uttarakhand,1303,869,423,11
15693,08/06/2020,Uttarakhand,1355,814,528,13
15694,09/06/2020,Uttarakhand,1411,684,714,13
15695,10/06/2020,Uttarakhand,1537,769,755,13
15696,11/06/2020,Uttarakhand,1562,716,831,15
15697,12/06/2020,Uttarakhand,1643,786,842,15
15698,13/06/2020,Uttarakhand,1724,756,947,21
15699,14/06/2020,Uttarakhand,1785,685,1077,23
15700,15/06/2020,Uttarakhand,1819,684,1111,24
15701,16/06/2020,Uttarakhand,1845,632,1189,24
15702,17/06/2020,Uttarakhand,1942,701,1216,25
15703,18/06/2020,Uttarakhand,2023,743,1254,26
15704,19/06/2020,Uttarakhand,2102,690,1386,26
15705,20/06/2020,Uttarakhand,2177,718,1433,26
15706,21/06/2020,Uttarakhand,2301,824,1450,27
15707,22/06/2020,Uttarakhand,2344,817,1500,27
15708,23/06/2020,Uttarakhand,2402,853,1521,28
15709,24/06/2020,Uttarakhand,2535,903,1602,30
15710,25/06/2020,Uttarakhand,2623,867,1721,35
15711,26/06/2020,Uttarakhand,2691,897,1758,36
15712,27/06/2020,Uttarakhand,2725,866,1822,37
15713,28/06/2020,Uttarakhand,2791,842,1912,37
15714,29/06/2020,Uttarakhand,2823,767,2018,38
15715,30/06/2020,Uttarakhand,2831,681,2111,39
15716,01/07/2020,Uttarakhand,2881,609,2231,41
15717,02/07/2020,Uttarakhand,2947,589,2317,41
15718,03/07/2020,Uttarakhand,2984,537,2405,42
15719,04/07/2020,Uttarakhand,3048,525,2481,42
15720,05/07/2020,Uttarakhand,3093,549,2502,42
15721,06/07/2020,Uttarakhand,3124,558,2524,42
15722,07/07/2020,Uttarakhand,3161,533,2586,42
15723,08/07/2020,Uttarakhand,3230,566,2621,43
15724,09/07/2020,Uttarakhand,3258,562,2650,46
15725,10/07/2020,Uttarakhand,3305,587,2672,46
15726,11/07/2020,Uttarakhand,3373,621,2706,46
15727,12/07/2020,Uttarakhand,3417,653,2718,46
15728,13/07/2020,Uttarakhand,3537,704,2786,47
15729,14/07/2020,Uttarakhand,3608,703,2856,49
15730,15/07/2020,Uttarakhand,3686,769,2867,50
15731,16/07/2020,Uttarakhand,3785,787,2948,50
15732,17/07/2020,Uttarakhand,3982,937,2995,50
15733,18/07/2020,Uttarakhand,4102,1030,3021,51
15734,19/07/2020,Uttarakhand,4276,1143,3081,52
15735,20/07/2020,Uttarakhand,4515,1347,3116,52
15736,21/07/2020,Uttarakhand,4642,1375,3212,55
15737,22/07/2020,Uttarakhand,4849,1497,3297,55
15738,23/07/2020,Uttarakhand,5300,1894,3349,57
15739,24/07/2020,Uttarakhand,5445,1986,3399,60
15740,25/07/2020,Uttarakhand,5445,1986,3399,60
15741,26/07/2020,Uttarakhand,5961,2403,3495,63
15742,27/07/2020,Uttarakhand,6104,2475,3566,63
15743,28/07/2020,Uttarakhand,6328,2587,3675,66
15744,29/07/2020,Uttarakhand,6587,2797,3720,70
15745,30/07/2020,Uttarakhand,6866,2983,3811,72
15746,31/07/2020,Uttarakhand,7065,2993,3996,76
15747,01/08/2020,Uttarakhand,7183,2935,4168,80
15748,02/08/2020,Uttarakhand,7447,3034,4330,83
15749,03/08/2020,Uttarakhand,7593,3070,4437,86
15750,04/08/2020,Uttarakhand,7800,3172,4538,90
15751,05/08/2020,Uttarakhand,8008,3066,4847,95
15752,06/08/2020,Uttarakhand,8254,2923,5233,98
15753,07/08/2020,Uttarakhand,8552,3027,5427,98
15754,08/08/2020,Uttarakhand,8901,3058,5731,112
15755,09/08/2020,Uttarakhand,9402,3322,5963,117
15756,10/08/2020,Uttarakhand,9632,3373,6134,125
15757,11/08/2020,Uttarakhand,10021,3586,6301,134
15758,12/08/2020,Uttarakhand,10432,3826,6470,136
15759,13/08/2020,Uttarakhand,10886,4059,6687,140
15760,14/08/2020,Uttarakhand,11302,4145,7014,143
15761,15/08/2020,Uttarakhand,11615,3966,7502,147
15762,16/08/2020,Uttarakhand,11940,4041,7748,151
15763,17/08/2020,Uttarakhand,12175,3923,8100,152
15764,18/08/2020,Uttarakhand,12493,3850,8485,158
15765,19/08/2020,Uttarakhand,12961,4073,8724,164
15766,20/08/2020,Uttarakhand,13225,3915,9132,178
15767,21/08/2020,Uttarakhand,13636,4016,9433,187
15768,22/08/2020,Uttarakhand,14083,4215,9676,192
15769,23/08/2020,Uttarakhand,14566,4350,10021,195
